대상,정격용량,년,월,일,시,인버터출력,경사일사량,수평일사량,표면온도,주위온도
경기도연성,1490,2015,1,1,0,0,19,0,-2,-1
경기도연성,1490,2015,1,1,1,0,0,0,-2,-2
경기도연성,1490,2015,1,1,2,0,0,0,-3,-2
경기도연성,1490,2015,1,1,3,0,0,0,-3,-2
경기도연성,1490,2015,1,1,4,0,0,0,-3,-3
경기도연성,1490,2015,1,1,5,0,0,0,-4,-3
경기도연성,1490,2015,1,1,6,0,0,0,-4,-3
경기도연성,1490,2015,1,1,7,0,0,0,-5,-4
경기도연성,1490,2015,1,1,8,14,40,0,-5,-4
경기도연성,1490,2015,1,1,9,159,234,74,1,-2
경기도연성,1490,2015,1,1,10,289,354,179,6,-1
경기도연성,1490,2015,1,1,11,821,419,258,9,0
경기도연성,1490,2015,1,1,12,"1,174.00",453,304,10,0
경기도연성,1490,2015,1,1,13,"1,116.00",412,335,9,1
경기도연성,1490,2015,1,1,14,924,397,280,8,0
경기도연성,1490,2015,1,1,15,127,95,23,5,0
경기도연성,1490,2015,1,1,16,261,146,105,2,0
경기도연성,1490,2015,1,1,17,18,0,11,-2,-1
경기도연성,1490,2015,1,1,18,0,14,0,-4,-2
경기도연성,1490,2015,1,1,19,0,19,0,-3,-2
경기도연성,1490,2015,1,1,20,0,16,0,-3,-2
경기도연성,1490,2015,1,1,21,0,16,0,-4,-2
경기도연성,1490,2015,1,1,22,0,0,0,-4,-3
경기도연성,1490,2015,1,1,23,0,0,0,-4,-3
경기도연성,1490,2015,1,2,0,0,0,0,-3,-2
경기도연성,1490,2015,1,2,1,0,21,0,-3,-3
경기도연성,1490,2015,1,2,2,0,14,0,-3,-3
경기도연성,1490,2015,1,2,3,0,0,0,-4,-3
경기도연성,1490,2015,1,2,4,0,11,0,-4,-3
경기도연성,1490,2015,1,2,5,0,0,0,-3,-3
경기도연성,1490,2015,1,2,6,0,0,0,-4,-3
경기도연성,1490,2015,1,2,7,0,0,0,-4,-3
경기도연성,1490,2015,1,2,8,9,31,0,-6,-4
경기도연성,1490,2015,1,2,9,161,153,55,1,-2
경기도연성,1490,2015,1,2,10,300,234,151,8,1
경기도연성,1490,2015,1,2,11,214,71,76,4,1
경기도연성,1490,2015,1,2,12,"1,141.00",448,316,14,3
경기도연성,1490,2015,1,2,13,"1,120.00",402,335,11,3
경기도연성,1490,2015,1,2,14,919,318,299,11,4
경기도연성,1490,2015,1,2,15,606,326,210,9,3
경기도연성,1490,2015,1,2,16,255,107,100,4,2
경기도연성,1490,2015,1,2,17,18,33,0,0,1
경기도연성,1490,2015,1,2,18,0,0,0,-2,0
경기도연성,1490,2015,1,2,19,0,11,0,-1,0
경기도연성,1490,2015,1,2,20,0,11,0,-2,0
경기도연성,1490,2015,1,2,21,0,0,0,-2,-1
경기도연성,1490,2015,1,2,22,0,0,0,-3,-1
경기도연성,1490,2015,1,2,23,0,14,0,-3,-1
경기도연성,1490,2015,1,3,0,0,0,0,-5,-3
경기도연성,1490,2015,1,3,1,0,0,0,-7,-4
경기도연성,1490,2015,1,3,2,0,0,0,-7,-5
경기도연성,1490,2015,1,3,3,0,0,0,-6,-4
경기도연성,1490,2015,1,3,4,0,33,0,-7,-5
경기도연성,1490,2015,1,3,5,0,11,0,-7,-4
경기도연성,1490,2015,1,3,6,0,0,0,-8,-5
경기도연성,1490,2015,1,3,7,0,0,0,-7,-5
경기도연성,1490,2015,1,3,8,4,19,0,-7,-5
경기도연성,1490,2015,1,3,9,133,59,38,1,-1
경기도연성,1490,2015,1,3,10,273,196,107,9,2
경기도연성,1490,2015,1,3,11,872,426,273,20,6
경기도연성,1490,2015,1,3,12,"1,056.00",414,316,19,8
경기도연성,1490,2015,1,3,13,"1,015.00",378,316,24,10
경기도연성,1490,2015,1,3,14,848,371,278,21,10
경기도연성,1490,2015,1,3,15,270,103,103,13,8
경기도연성,1490,2015,1,3,16,259,148,115,10,7
경기도연성,1490,2015,1,3,17,19,16,0,5,5
경기도연성,1490,2015,1,3,18,0,0,0,4,4
경기도연성,1490,2015,1,3,19,0,16,0,4,4
경기도연성,1490,2015,1,3,20,0,23,0,5,5
경기도연성,1490,2015,1,3,21,0,0,0,4,4
경기도연성,1490,2015,1,3,22,0,0,0,3,4
경기도연성,1490,2015,1,3,23,0,0,0,3,4
경기도연성,1490,2015,1,4,0,0,0,0,4,4
경기도연성,1490,2015,1,4,1,0,0,0,4,5
경기도연성,1490,2015,1,4,2,0,0,0,4,5
경기도연성,1490,2015,1,4,3,0,0,0,4,4
경기도연성,1490,2015,1,4,4,0,0,0,5,5
경기도연성,1490,2015,1,4,5,0,0,0,3,4
경기도연성,1490,2015,1,4,6,0,0,0,4,5
경기도연성,1490,2015,1,4,7,0,0,0,4,5
경기도연성,1490,2015,1,4,8,0,0,0,5,5
경기도연성,1490,2015,1,4,9,31,33,0,6,6
경기도연성,1490,2015,1,4,10,280,110,105,16,9
경기도연성,1490,2015,1,4,11,501,280,206,15,11
경기도연성,1490,2015,1,4,12,893,417,314,23,13
경기도연성,1490,2015,1,4,13,180,67,76,15,11
경기도연성,1490,2015,1,4,14,555,191,203,16,12
경기도연성,1490,2015,1,4,15,248,124,107,13,11
경기도연성,1490,2015,1,4,16,180,95,67,14,11
경기도연성,1490,2015,1,4,17,24,59,0,7,8
경기도연성,1490,2015,1,4,18,0,11,0,4,7
경기도연성,1490,2015,1,4,19,0,0,0,3,6
경기도연성,1490,2015,1,4,20,0,19,0,3,5
경기도연성,1490,2015,1,4,21,0,0,0,3,5
경기도연성,1490,2015,1,4,22,0,0,0,2,4
경기도연성,1490,2015,1,4,23,0,0,0,3,4
경기도연성,1490,2015,1,5,0,0,0,0,2,3
경기도연성,1490,2015,1,5,1,0,0,0,2,3
경기도연성,1490,2015,1,5,2,0,0,0,1,2
경기도연성,1490,2015,1,5,3,0,11,0,3,3
경기도연성,1490,2015,1,5,4,0,11,0,2,2
경기도연성,1490,2015,1,5,5,0,0,0,2,2
경기도연성,1490,2015,1,5,6,0,0,0,2,3
경기도연성,1490,2015,1,5,7,0,31,0,2,3
경기도연성,1490,2015,1,5,8,0,0,0,3,3
경기도연성,1490,2015,1,5,9,162,182,57,5,4
경기도연성,1490,2015,1,5,10,232,143,86,11,7
경기도연성,1490,2015,1,5,11,704,318,213,17,10
경기도연성,1490,2015,1,5,12,667,354,242,23,13
경기도연성,1490,2015,1,5,13,463,189,186,19,14
경기도연성,1490,2015,1,5,14,667,254,239,20,14
경기도연성,1490,2015,1,5,15,267,196,134,17,13
경기도연성,1490,2015,1,5,16,156,79,59,13,12
경기도연성,1490,2015,1,5,17,0,16,0,10,11
경기도연성,1490,2015,1,5,18,0,43,0,9,10
경기도연성,1490,2015,1,5,19,0,0,0,9,9
경기도연성,1490,2015,1,5,20,0,40,0,8,9
경기도연성,1490,2015,1,5,21,0,0,0,9,9
경기도연성,1490,2015,1,5,22,0,28,0,9,9
경기도연성,1490,2015,1,5,23,0,11,0,7,8
경기도연성,1490,2015,1,6,0,0,21,0,7,7
경기도연성,1490,2015,1,6,1,0,21,0,7,7
경기도연성,1490,2015,1,6,2,0,0,0,6,6
경기도연성,1490,2015,1,6,3,0,0,0,6,6
경기도연성,1490,2015,1,6,4,0,0,0,6,6
경기도연성,1490,2015,1,6,5,0,28,0,5,5
경기도연성,1490,2015,1,6,6,0,0,0,4,4
경기도연성,1490,2015,1,6,7,0,0,0,2,3
경기도연성,1490,2015,1,6,8,3,0,0,1,2
경기도연성,1490,2015,1,6,9,166,230,52,6,2
경기도연성,1490,2015,1,6,10,302,393,165,11,3
경기도연성,1490,2015,1,6,11,"1,022.00",457,261,14,3
경기도연성,1490,2015,1,6,12,"1,233.00",417,318,14,4
경기도연성,1490,2015,1,6,13,"1,173.00",505,323,14,4
경기도연성,1490,2015,1,6,14,983,361,282,13,4
경기도연성,1490,2015,1,6,15,702,261,210,8,4
경기도연성,1490,2015,1,6,16,320,124,112,5,3
경기도연성,1490,2015,1,6,17,19,43,0,1,1
경기도연성,1490,2015,1,6,18,0,0,0,-1,0
경기도연성,1490,2015,1,6,19,0,23,0,-2,-1
경기도연성,1490,2015,1,6,20,0,14,0,-2,-1
경기도연성,1490,2015,1,6,21,0,0,0,-3,-1
경기도연성,1490,2015,1,6,22,0,0,0,-3,-1
경기도연성,1490,2015,1,6,23,0,19,0,-2,-1
경기도연성,1490,2015,1,7,0,0,31,0,-2,-1
경기도연성,1490,2015,1,7,1,0,0,0,-3,-1
경기도연성,1490,2015,1,7,2,0,50,0,-3,-2
경기도연성,1490,2015,1,7,3,0,0,0,-3,-2
경기도연성,1490,2015,1,7,4,0,0,0,-3,-2
경기도연성,1490,2015,1,7,5,0,0,0,-3,-2
경기도연성,1490,2015,1,7,6,0,11,0,-3,-2
경기도연성,1490,2015,1,7,7,0,0,0,-4,-2
경기도연성,1490,2015,1,7,8,7,0,0,-4,-2
경기도연성,1490,2015,1,7,9,167,258,100,5,0
경기도연성,1490,2015,1,7,10,292,429,184,9,1
경기도연성,1490,2015,1,7,11,895,450,268,14,3
경기도연성,1490,2015,1,7,12,"1,159.00",489,318,18,4
경기도연성,1490,2015,1,7,13,"1,099.00",436,311,17,5
경기도연성,1490,2015,1,7,14,928,407,290,14,4
경기도연성,1490,2015,1,7,15,640,263,215,10,4
경기도연성,1490,2015,1,7,16,290,131,110,6,3
경기도연성,1490,2015,1,7,17,23,0,0,1,2
경기도연성,1490,2015,1,7,18,0,0,0,-1,1
경기도연성,1490,2015,1,7,19,0,0,0,-1,1
경기도연성,1490,2015,1,7,20,0,21,0,-2,0
경기도연성,1490,2015,1,7,21,0,0,0,-3,-1
경기도연성,1490,2015,1,7,22,0,19,0,-2,-1
경기도연성,1490,2015,1,7,23,0,0,0,-4,-2
경기도연성,1490,2015,1,8,0,0,0,0,-4,-2
경기도연성,1490,2015,1,8,1,0,0,0,-4,-2
경기도연성,1490,2015,1,8,2,0,0,0,-6,-4
경기도연성,1490,2015,1,8,3,0,0,0,-7,-4
경기도연성,1490,2015,1,8,4,0,0,0,-7,-4
경기도연성,1490,2015,1,8,5,0,0,0,-6,-4
경기도연성,1490,2015,1,8,6,0,0,0,-5,-3
경기도연성,1490,2015,1,8,7,0,0,0,-5,-4
경기도연성,1490,2015,1,8,8,8,35,0,-4,-3
경기도연성,1490,2015,1,8,9,170,213,93,5,0
경기도연성,1490,2015,1,8,10,288,364,184,13,3
경기도연성,1490,2015,1,8,11,934,433,273,16,4
경기도연성,1490,2015,1,8,12,"1,104.00",424,330,20,6
경기도연성,1490,2015,1,8,13,"1,080.00",412,340,19,5
경기도연성,1490,2015,1,8,14,935,335,292,16,6
경기도연성,1490,2015,1,8,15,589,242,208,13,6
경기도연성,1490,2015,1,8,16,279,122,110,6,3
경기도연성,1490,2015,1,8,17,25,31,0,0,2
경기도연성,1490,2015,1,8,18,0,0,0,-2,0
경기도연성,1490,2015,1,8,19,0,0,0,-3,-1
경기도연성,1490,2015,1,8,20,0,14,0,-4,-1
경기도연성,1490,2015,1,8,21,0,0,0,-4,-1
경기도연성,1490,2015,1,8,22,0,0,0,-4,-2
경기도연성,1490,2015,1,8,23,0,0,0,-4,-2
경기도연성,1490,2015,1,9,0,0,23,0,-4,-2
경기도연성,1490,2015,1,9,1,0,0,0,-4,-2
경기도연성,1490,2015,1,9,2,0,11,0,-3,-2
경기도연성,1490,2015,1,9,3,0,0,0,-4,-2
경기도연성,1490,2015,1,9,4,0,0,0,-5,-2
경기도연성,1490,2015,1,9,5,0,0,0,-4,-2
경기도연성,1490,2015,1,9,6,0,11,0,-4,-2
경기도연성,1490,2015,1,9,7,0,0,0,-5,-3
경기도연성,1490,2015,1,9,8,5,67,0,-4,-3
경기도연성,1490,2015,1,9,9,149,131,38,0,0
경기도연성,1490,2015,1,9,10,265,134,105,5,3
경기도연성,1490,2015,1,9,11,778,381,266,20,8
경기도연성,1490,2015,1,9,12,409,103,179,14,6
경기도연성,1490,2015,1,9,13,330,127,160,10,6
경기도연성,1490,2015,1,9,14,820,294,280,19,9
경기도연성,1490,2015,1,9,15,505,246,208,14,8
경기도연성,1490,2015,1,9,16,251,141,107,10,7
경기도연성,1490,2015,1,9,17,37,88,0,4,5
경기도연성,1490,2015,1,9,18,0,0,0,1,3
경기도연성,1490,2015,1,9,19,0,0,0,0,2
경기도연성,1490,2015,1,9,20,0,0,0,-1,2
경기도연성,1490,2015,1,9,21,0,16,0,-1,1
경기도연성,1490,2015,1,9,22,0,0,0,-1,2
경기도연성,1490,2015,1,9,23,0,0,0,0,3
경기도연성,1490,2015,1,10,0,0,23,0,0,2
경기도연성,1490,2015,1,10,1,0,14,0,-2,1
경기도연성,1490,2015,1,10,2,0,0,0,-3,0
경기도연성,1490,2015,1,10,3,0,0,0,-2,0
경기도연성,1490,2015,1,10,4,0,16,0,-4,-1
경기도연성,1490,2015,1,10,5,0,14,0,-4,-2
경기도연성,1490,2015,1,10,6,0,26,0,-4,-1
경기도연성,1490,2015,1,10,7,0,0,0,-4,-1
경기도연성,1490,2015,1,10,8,5,0,0,-4,-1
경기도연성,1490,2015,1,10,9,169,189,91,7,2
경기도연성,1490,2015,1,10,10,279,323,196,19,7
경기도연성,1490,2015,1,10,11,907,436,280,25,11
경기도연성,1490,2015,1,10,12,"1,049.00",450,309,25,11
경기도연성,1490,2015,1,10,13,"1,090.00",441,350,23,11
경기도연성,1490,2015,1,10,14,905,323,314,20,10
경기도연성,1490,2015,1,10,15,697,378,340,17,9
경기도연성,1490,2015,1,10,16,211,139,79,11,8
경기도연성,1490,2015,1,10,17,36,155,0,5,6
경기도연성,1490,2015,1,10,18,0,21,0,3,5
경기도연성,1490,2015,1,10,19,0,0,0,2,4
경기도연성,1490,2015,1,10,20,0,16,0,2,4
경기도연성,1490,2015,1,10,21,0,0,0,1,4
경기도연성,1490,2015,1,10,22,0,0,0,1,3
경기도연성,1490,2015,1,10,23,0,14,0,1,3
경기도연성,1490,2015,1,11,0,0,16,0,2,3
경기도연성,1490,2015,1,11,1,0,28,0,2,4
경기도연성,1490,2015,1,11,2,0,0,0,2,4
경기도연성,1490,2015,1,11,3,0,0,0,4,4
경기도연성,1490,2015,1,11,4,0,0,0,4,4
경기도연성,1490,2015,1,11,5,0,0,0,3,4
경기도연성,1490,2015,1,11,6,0,0,0,4,5
경기도연성,1490,2015,1,11,7,0,0,0,2,4
경기도연성,1490,2015,1,11,8,16,28,0,0,2
경기도연성,1490,2015,1,11,9,160,244,74,7,4
경기도연성,1490,2015,1,11,10,318,318,189,12,5
경기도연성,1490,2015,1,11,11,970,465,270,15,6
경기도연성,1490,2015,1,11,12,"1,158.00",481,345,16,6
경기도연성,1490,2015,1,11,13,"1,059.00",438,335,16,7
경기도연성,1490,2015,1,11,14,881,330,290,14,7
경기도연성,1490,2015,1,11,15,589,282,220,12,6
경기도연성,1490,2015,1,11,16,263,127,93,8,6
경기도연성,1490,2015,1,11,17,31,43,0,4,4
경기도연성,1490,2015,1,11,18,0,0,0,2,3
경기도연성,1490,2015,1,11,19,0,14,0,2,3
경기도연성,1490,2015,1,11,20,0,14,0,1,2
경기도연성,1490,2015,1,11,21,0,21,0,1,2
경기도연성,1490,2015,1,11,22,0,19,0,0,2
경기도연성,1490,2015,1,11,23,0,0,0,0,1
경기도연성,1490,2015,1,12,0,0,23,0,-1,1
경기도연성,1490,2015,1,12,1,0,0,0,-1,1
경기도연성,1490,2015,1,12,2,0,0,0,-1,0
경기도연성,1490,2015,1,12,3,0,0,0,-1,0
경기도연성,1490,2015,1,12,4,0,0,0,-2,-1
경기도연성,1490,2015,1,12,5,0,14,0,-5,-2
경기도연성,1490,2015,1,12,6,0,35,0,-3,-2
경기도연성,1490,2015,1,12,7,0,0,0,-4,-2
경기도연성,1490,2015,1,12,8,7,23,0,-4,-2
경기도연성,1490,2015,1,12,9,169,210,79,7,1
경기도연성,1490,2015,1,12,10,295,311,196,12,3
경기도연성,1490,2015,1,12,11,"1,014.00",443,273,15,5
경기도연성,1490,2015,1,12,12,"1,063.00",489,326,23,10
경기도연성,1490,2015,1,12,13,989,354,335,22,9
경기도연성,1490,2015,1,12,14,829,328,282,16,7
경기도연성,1490,2015,1,12,15,574,227,215,13,6
경기도연성,1490,2015,1,12,16,270,122,103,8,5
경기도연성,1490,2015,1,12,17,40,83,0,2,3
경기도연성,1490,2015,1,12,18,0,14,0,-1,2
경기도연성,1490,2015,1,12,19,0,0,0,-1,1
경기도연성,1490,2015,1,12,20,0,0,0,-2,1
경기도연성,1490,2015,1,12,21,0,0,0,-3,0
경기도연성,1490,2015,1,12,22,0,0,0,-2,1
경기도연성,1490,2015,1,12,23,0,0,0,-2,0
경기도연성,1490,2015,1,13,0,0,11,0,-3,-1
경기도연성,1490,2015,1,13,1,0,14,0,-1,0
경기도연성,1490,2015,1,13,2,0,0,0,-3,-1
경기도연성,1490,2015,1,13,3,0,0,0,-4,-2
경기도연성,1490,2015,1,13,4,0,11,0,-4,-2
경기도연성,1490,2015,1,13,5,0,0,0,-2,-2
경기도연성,1490,2015,1,13,6,0,11,0,-3,-2
경기도연성,1490,2015,1,13,7,0,38,0,-1,0
경기도연성,1490,2015,1,13,8,0,0,0,-1,0
경기도연성,1490,2015,1,13,9,153,110,55,6,2
경기도연성,1490,2015,1,13,10,342,314,198,14,6
경기도연성,1490,2015,1,13,11,397,151,141,17,8
경기도연성,1490,2015,1,13,12,"1,003.00",419,292,20,9
경기도연성,1490,2015,1,13,13,993,424,364,25,12
경기도연성,1490,2015,1,13,14,522,215,198,18,11
경기도연성,1490,2015,1,13,15,450,182,175,15,11
경기도연성,1490,2015,1,13,16,236,175,107,11,10
경기도연성,1490,2015,1,13,17,31,50,0,7,7
경기도연성,1490,2015,1,13,18,0,16,0,4,5
경기도연성,1490,2015,1,13,19,0,0,0,3,5
경기도연성,1490,2015,1,13,20,0,19,0,4,5
경기도연성,1490,2015,1,13,21,0,11,0,3,4
경기도연성,1490,2015,1,13,22,0,0,0,3,4
경기도연성,1490,2015,1,13,23,0,0,0,3,4
경기도연성,1490,2015,1,14,0,0,0,0,3,4
경기도연성,1490,2015,1,14,1,0,0,0,4,4
경기도연성,1490,2015,1,14,2,0,0,0,3,3
경기도연성,1490,2015,1,14,3,0,0,0,4,4
경기도연성,1490,2015,1,14,4,0,0,0,4,4
경기도연성,1490,2015,1,14,5,0,0,0,3,3
경기도연성,1490,2015,1,14,6,0,11,0,3,4
경기도연성,1490,2015,1,14,7,0,0,0,3,4
경기도연성,1490,2015,1,14,8,0,0,0,4,4
경기도연성,1490,2015,1,14,9,56,35,0,5,4
경기도연성,1490,2015,1,14,10,135,43,52,7,6
경기도연성,1490,2015,1,14,11,166,146,79,9,7
경기도연성,1490,2015,1,14,12,237,59,115,10,8
경기도연성,1490,2015,1,14,13,598,292,239,17,11
경기도연성,1490,2015,1,14,14,164,33,55,11,9
경기도연성,1490,2015,1,14,15,67,76,14,9,8
경기도연성,1490,2015,1,14,16,51,74,0,9,8
경기도연성,1490,2015,1,14,17,0,0,0,7,7
경기도연성,1490,2015,1,14,18,0,31,0,6,7
경기도연성,1490,2015,1,14,19,0,0,0,6,6
경기도연성,1490,2015,1,14,20,0,0,0,6,6
경기도연성,1490,2015,1,14,21,0,0,0,6,6
경기도연성,1490,2015,1,14,22,0,0,0,6,6
경기도연성,1490,2015,1,14,23,0,0,0,6,6
경기도연성,1490,2015,1,15,0,0,0,0,5,6
경기도연성,1490,2015,1,15,1,0,0,0,6,6
경기도연성,1490,2015,1,15,2,0,0,0,4,5
경기도연성,1490,2015,1,15,3,0,0,0,4,5
경기도연성,1490,2015,1,15,4,0,0,0,3,4
경기도연성,1490,2015,1,15,5,0,0,0,2,3
경기도연성,1490,2015,1,15,6,0,0,0,1,3
경기도연성,1490,2015,1,15,7,0,0,0,2,3
경기도연성,1490,2015,1,15,8,0,23,0,1,3
경기도연성,1490,2015,1,15,9,111,52,21,6,4
경기도연성,1490,2015,1,15,10,244,179,100,9,6
경기도연성,1490,2015,1,15,11,836,381,273,21,11
경기도연성,1490,2015,1,15,12,967,448,306,25,13
경기도연성,1490,2015,1,15,13,989,371,342,26,13
경기도연성,1490,2015,1,15,14,616,328,268,24,14
경기도연성,1490,2015,1,15,15,419,203,194,20,11
경기도연성,1490,2015,1,15,16,236,105,98,12,9
경기도연성,1490,2015,1,15,17,44,119,0,7,7
경기도연성,1490,2015,1,15,18,0,0,0,3,5
경기도연성,1490,2015,1,15,19,0,21,0,1,4
경기도연성,1490,2015,1,15,20,0,0,0,1,4
경기도연성,1490,2015,1,15,21,0,28,0,1,3
경기도연성,1490,2015,1,15,22,0,0,0,2,4
경기도연성,1490,2015,1,15,23,0,0,0,1,3
경기도연성,1490,2015,1,16,0,0,0,0,1,3
경기도연성,1490,2015,1,16,1,0,0,0,1,3
경기도연성,1490,2015,1,16,2,0,0,0,4,4
경기도연성,1490,2015,1,16,3,0,0,0,4,4
경기도연성,1490,2015,1,16,4,0,23,0,5,5
경기도연성,1490,2015,1,16,5,0,0,0,5,5
경기도연성,1490,2015,1,16,6,0,16,0,5,5
경기도연성,1490,2015,1,16,7,0,0,0,5,5
경기도연성,1490,2015,1,16,8,0,0,0,5,5
경기도연성,1490,2015,1,16,9,0,16,0,5,6
경기도연성,1490,2015,1,16,10,71,23,19,6,6
경기도연성,1490,2015,1,16,11,285,117,122,8,7
경기도연성,1490,2015,1,16,12,735,292,222,14,8
경기도연성,1490,2015,1,16,13,375,179,153,10,7
경기도연성,1490,2015,1,16,14,37,14,0,6,5
경기도연성,1490,2015,1,16,15,116,52,47,7,6
경기도연성,1490,2015,1,16,16,55,33,16,6,6
경기도연성,1490,2015,1,16,17,19,16,0,5,5
경기도연성,1490,2015,1,16,18,0,0,0,5,5
경기도연성,1490,2015,1,16,19,0,14,0,5,5
경기도연성,1490,2015,1,16,20,0,0,0,3,4
경기도연성,1490,2015,1,16,21,0,0,0,2,3
경기도연성,1490,2015,1,16,22,0,0,0,2,2
경기도연성,1490,2015,1,16,23,0,14,0,2,2
경기도연성,1490,2015,1,17,0,0,0,0,2,2
경기도연성,1490,2015,1,17,1,0,0,0,1,2
경기도연성,1490,2015,1,17,2,0,0,0,0,1
경기도연성,1490,2015,1,17,3,0,0,0,-2,0
경기도연성,1490,2015,1,17,4,0,0,0,-1,0
경기도연성,1490,2015,1,17,5,0,0,0,-2,-1
경기도연성,1490,2015,1,17,6,0,0,0,-2,-1
경기도연성,1490,2015,1,17,7,0,0,0,-3,-2
경기도연성,1490,2015,1,17,8,5,21,0,-3,-2
경기도연성,1490,2015,1,17,9,181,258,76,6,1
경기도연성,1490,2015,1,17,10,294,378,177,12,2
경기도연성,1490,2015,1,17,11,"1,210.00",486,280,13,3
경기도연성,1490,2015,1,17,12,"1,242.00",486,321,14,3
경기도연성,1490,2015,1,17,13,"1,178.00",460,333,15,4
경기도연성,1490,2015,1,17,14,955,369,297,14,5
경기도연성,1490,2015,1,17,15,681,266,225,11,4
경기도연성,1490,2015,1,17,16,318,179,119,6,4
경기도연성,1490,2015,1,17,17,41,0,0,2,2
경기도연성,1490,2015,1,17,18,0,0,0,-2,1
경기도연성,1490,2015,1,17,19,0,16,0,-2,0
경기도연성,1490,2015,1,17,20,0,0,0,-2,1
경기도연성,1490,2015,1,17,21,0,0,0,-3,0
경기도연성,1490,2015,1,17,22,0,35,0,-3,-1
경기도연성,1490,2015,1,17,23,0,0,0,-4,-1
경기도연성,1490,2015,1,18,0,0,0,0,-4,-1
경기도연성,1490,2015,1,18,1,0,0,0,-4,-1
경기도연성,1490,2015,1,18,2,0,11,0,-4,-1
경기도연성,1490,2015,1,18,3,0,14,0,-4,-2
경기도연성,1490,2015,1,18,4,0,0,0,-5,-2
경기도연성,1490,2015,1,18,5,0,21,0,-4,-2
경기도연성,1490,2015,1,18,6,0,0,0,-1,-1
경기도연성,1490,2015,1,18,7,0,16,0,0,0
경기도연성,1490,2015,1,18,8,0,16,0,0,0
경기도연성,1490,2015,1,18,9,111,50,26,3,2
경기도연성,1490,2015,1,18,10,409,323,203,16,7
경기도연성,1490,2015,1,18,11,387,141,160,13,7
경기도연성,1490,2015,1,18,12,"1,039.00",445,326,15,8
경기도연성,1490,2015,1,18,13,"1,059.00",294,232,16,9
경기도연성,1490,2015,1,18,14,216,155,76,10,8
경기도연성,1490,2015,1,18,15,81,64,14,8,6
경기도연성,1490,2015,1,18,16,93,57,23,8,7
경기도연성,1490,2015,1,18,17,0,35,0,6,6
경기도연성,1490,2015,1,18,18,0,0,0,5,5
경기도연성,1490,2015,1,18,19,0,0,0,5,4
경기도연성,1490,2015,1,18,20,0,0,0,4,4
경기도연성,1490,2015,1,18,21,0,14,0,5,4
경기도연성,1490,2015,1,18,22,0,0,0,5,5
경기도연성,1490,2015,1,18,23,0,0,0,5,5
경기도연성,1490,2015,1,19,0,0,0,0,5,5
경기도연성,1490,2015,1,19,1,0,0,0,6,6
경기도연성,1490,2015,1,19,2,0,0,0,5,5
경기도연성,1490,2015,1,19,3,0,0,0,3,5
경기도연성,1490,2015,1,19,4,0,23,0,4,5
경기도연성,1490,2015,1,19,5,0,0,0,4,5
경기도연성,1490,2015,1,19,6,0,0,0,2,4
경기도연성,1490,2015,1,19,7,0,0,0,2,4
경기도연성,1490,2015,1,19,8,10,28,0,3,4
경기도연성,1490,2015,1,19,9,111,136,43,9,6
경기도연성,1490,2015,1,19,10,271,345,139,15,7
경기도연성,1490,2015,1,19,11,863,316,225,19,9
경기도연성,1490,2015,1,19,12,972,338,246,18,9
경기도연성,1490,2015,1,19,13,"1,117.00",390,350,20,9
경기도연성,1490,2015,1,19,14,"1,057.00",385,270,16,9
경기도연성,1490,2015,1,19,15,122,103,21,7,6
경기도연성,1490,2015,1,19,16,373,210,165,10,6
경기도연성,1490,2015,1,19,17,84,35,21,6,5
경기도연성,1490,2015,1,19,18,0,14,0,4,4
경기도연성,1490,2015,1,19,19,0,0,0,2,3
경기도연성,1490,2015,1,19,20,0,0,0,0,2
경기도연성,1490,2015,1,19,21,0,0,0,-1,1
경기도연성,1490,2015,1,19,22,0,14,0,0,1
경기도연성,1490,2015,1,19,23,0,23,0,-1,1
경기도연성,1490,2015,1,20,0,0,33,0,-1,0
경기도연성,1490,2015,1,20,1,0,0,0,-2,0
경기도연성,1490,2015,1,20,2,0,0,0,-4,-1
경기도연성,1490,2015,1,20,3,0,14,0,-2,-1
경기도연성,1490,2015,1,20,4,0,0,0,-4,-2
경기도연성,1490,2015,1,20,5,0,0,0,-4,-2
경기도연성,1490,2015,1,20,6,0,0,0,-4,-2
경기도연성,1490,2015,1,20,7,0,0,0,-3,-2
경기도연성,1490,2015,1,20,8,38,76,0,-2,-1
경기도연성,1490,2015,1,20,9,193,220,62,4,1
경기도연성,1490,2015,1,20,10,304,294,148,15,5
경기도연성,1490,2015,1,20,11,510,186,129,10,5
경기도연성,1490,2015,1,20,12,765,340,242,17,8
경기도연성,1490,2015,1,20,13,826,373,251,23,9
경기도연성,1490,2015,1,20,14,883,407,280,19,10
경기도연성,1490,2015,1,20,15,400,256,167,15,8
경기도연성,1490,2015,1,20,16,168,79,59,10,8
경기도연성,1490,2015,1,20,17,67,16,14,7,7
경기도연성,1490,2015,1,20,18,0,19,0,4,5
경기도연성,1490,2015,1,20,19,0,0,0,4,4
경기도연성,1490,2015,1,20,20,0,0,0,3,4
경기도연성,1490,2015,1,20,21,0,11,0,3,4
경기도연성,1490,2015,1,20,22,0,14,0,4,4
경기도연성,1490,2015,1,20,23,0,16,0,2,4
경기도연성,1490,2015,1,21,0,0,0,0,2,3
경기도연성,1490,2015,1,21,1,0,0,0,3,4
경기도연성,1490,2015,1,21,2,0,0,0,2,4
경기도연성,1490,2015,1,21,3,0,16,0,2,3
